segment,feature,kpi,spearman_corr,abs_corr,n,is_strong,insight
vertical=fintech,headline_area_relative,perf_score,0.059252373381551315,0.059252373381551315,180,0,"In vertical=fintech, higher headline_area_relative is associated with higher perf_score (spearman=0.059, n=180)."
vertical=travel,text_area_total_rel,overall_ctr,0.059224050125003855,0.059224050125003855,180,0,"In vertical=travel, higher text_area_total_rel is associated with higher overall_ctr (spearman=0.059, n=180)."
vertical=ecommerce,ocr_element_count,overall_ctr,0.059195164615993716,0.059195164615993716,180,0,"In vertical=ecommerce, higher ocr_element_count is associated with higher overall_ctr (spearman=0.059, n=180)."
vertical=travel,brand_visibility_meta,overall_ctr,0.05917322314394081,0.05917322314394081,180,0,"In vertical=travel, higher brand_visibility_meta is associated with higher overall_ctr (spearman=0.059, n=180)."
vertical=entertainment,cta_area_relative,overall_cvr,-0.05911802880040793,0.05911802880040793,180,0,"In vertical=entertainment, higher cta_area_relative is associated with lower overall_cvr (spearman=-0.059, n=180)."
vertical=food_delivery,bottom_text_ratio,overall_roas,-0.05907074605801768,0.05907074605801768,180,0,"In vertical=food_delivery, higher bottom_text_ratio is associated with lower overall_roas (spearman=-0.059, n=180)."
vertical=food_delivery,cta_headline_distance,perf_score,0.058919476615760205,0.058919476615760205,180,0,"In vertical=food_delivery, higher cta_headline_distance is associated with higher perf_score (spearman=0.059, n=180)."
vertical=food_delivery,middle_zone_element_count,cvr_decay_pct,0.058609430726885674,0.058609430726885674,180,0,"In vertical=food_delivery, higher middle_zone_element_count is associated with higher cvr_decay_pct (spearman=0.059, n=180)."
vertical=fintech,cta_area_relative,perf_score,-0.05850191984328937,0.05850191984328937,180,0,"In vertical=fintech, higher cta_area_relative is associated with lower perf_score (spearman=-0.059, n=180)."
vertical=fintech,headline_y_relative,cvr_decay_pct,0.058489848711560516,0.058489848711560516,180,0,"In vertical=fintech, higher headline_y_relative is associated with higher cvr_decay_pct (spearman=0.058, n=180)."
vertical=gaming,cta_y_relative,overall_ctr,-0.05848033620728826,0.05848033620728826,180,0,"In vertical=gaming, higher cta_y_relative is associated with lower overall_ctr (spearman=-0.058, n=180)."
vertical=food_delivery,has_discount_text,perf_score,-0.05812846066696011,0.05812846066696011,180,0,"In vertical=food_delivery, higher has_discount_text is associated with lower perf_score (spearman=-0.058, n=180)."
vertical=food_delivery,image_aspect_ratio,overall_cvr,0.057999515024064106,0.057999515024064106,180,0,"In vertical=food_delivery, higher image_aspect_ratio is associated with higher overall_cvr (spearman=0.058, n=180)."
vertical=travel,ocr_element_count,perf_score,0.05797636378592348,0.05797636378592348,180,0,"In vertical=travel, higher ocr_element_count is associated with higher perf_score (spearman=0.058, n=180)."
vertical=food_delivery,bottom_zone_element_count,overall_roas,-0.05779092471566641,0.05779092471566641,180,0,"In vertical=food_delivery, higher bottom_zone_element_count is associated with lower overall_roas (spearman=-0.058, n=180)."
vertical=gaming,brand_visibility_meta,perf_score,-0.05761256115047086,0.05761256115047086,180,0,"In vertical=gaming, higher brand_visibility_meta is associated with lower perf_score (spearman=-0.058, n=180)."
vertical=gaming,grounded_element_count,overall_roas,-0.05716739122439523,0.05716739122439523,180,0,"In vertical=gaming, higher grounded_element_count is associated with lower overall_roas (spearman=-0.057, n=180)."
vertical=gaming,logo_in_top_left,cvr_decay_pct,-0.05686977237546236,0.05686977237546236,180,0,"In vertical=gaming, higher logo_in_top_left is associated with lower cvr_decay_pct (spearman=-0.057, n=180)."
vertical=fintech,has_discount_badge_meta,ctr_decay_pct,-0.05673160040907663,0.05673160040907663,180,0,"In vertical=fintech, higher has_discount_badge_meta is associated with lower ctr_decay_pct (spearman=-0.057, n=180)."
vertical=ecommerce,cta_area_relative,overall_cvr,0.056241527683818196,0.056241527683818196,180,0,"In vertical=ecommerce, higher cta_area_relative is associated with higher overall_cvr (spearman=0.056, n=180)."
vertical=entertainment,middle_zone_element_count,overall_ctr,0.05611327233922293,0.05611327233922293,180,0,"In vertical=entertainment, higher middle_zone_element_count is associated with higher overall_ctr (spearman=0.056, n=180)."
vertical=ecommerce,avg_text_area_rel,ctr_decay_pct,0.056055228042017756,0.056055228042017756,180,0,"In vertical=ecommerce, higher avg_text_area_rel is associated with higher ctr_decay_pct (spearman=0.056, n=180)."
vertical=food_delivery,bottom_text_ratio,overall_ctr,-0.05598737716340715,0.05598737716340715,180,0,"In vertical=food_delivery, higher bottom_text_ratio is associated with lower overall_ctr (spearman=-0.056, n=180)."
all,has_discount_text,overall_ctr,0.05572998559681988,0.05572998559681988,1080,0,"In all, higher has_discount_text is associated with higher overall_ctr (spearman=0.056, n=1080)."
vertical=fintech,has_price_text,overall_ipm,0.055680528079252736,0.055680528079252736,180,0,"In vertical=fintech, higher has_price_text is associated with higher overall_ipm (spearman=0.056, n=180)."
vertical=travel,has_discount_badge_meta,cvr_decay_pct,0.05565923961618146,0.05565923961618146,180,0,"In vertical=travel, higher has_discount_badge_meta is associated with higher cvr_decay_pct (spearman=0.056, n=180)."
vertical=ecommerce,has_price_text,perf_score,0.05554834978524867,0.05554834978524867,180,0,"In vertical=ecommerce, higher has_price_text is associated with higher perf_score (spearman=0.056, n=180)."
all,subhead_y_relative,cvr_decay_pct,0.05520505981655957,0.05520505981655957,1080,0,"In all, higher subhead_y_relative is associated with higher cvr_decay_pct (spearman=0.055, n=1080)."
vertical=travel,grounded_element_count,overall_cvr,0.054927061109472444,0.054927061109472444,180,0,"In vertical=travel, higher grounded_element_count is associated with higher overall_cvr (spearman=0.055, n=180)."
vertical=travel,grounded_element_count,cvr_decay_pct,-0.0547928813610516,0.0547928813610516,180,0,"In vertical=travel, higher grounded_element_count is associated with lower cvr_decay_pct (spearman=-0.055, n=180)."
vertical=ecommerce,badge_in_top_right,ctr_decay_pct,-0.054703971797148816,0.054703971797148816,180,0,"In vertical=ecommerce, higher badge_in_top_right is associated with lower ctr_decay_pct (spearman=-0.055, n=180)."
vertical=fintech,badge_in_top_right,cvr_decay_pct,-0.05447396394403461,0.05447396394403461,180,0,"In vertical=fintech, higher badge_in_top_right is associated with lower cvr_decay_pct (spearman=-0.054, n=180)."
vertical=travel,product_zone_coverage,overall_cvr,-0.054263109391325726,0.054263109391325726,180,0,"In vertical=travel, higher product_zone_coverage is associated with lower overall_cvr (spearman=-0.054, n=180)."
vertical=food_delivery,cta_x_relative,cvr_decay_pct,-0.05419566624965217,0.05419566624965217,180,0,"In vertical=food_delivery, higher cta_x_relative is associated with lower cvr_decay_pct (spearman=-0.054, n=180)."
vertical=entertainment,ocr_element_count,overall_roas,-0.05410943478128137,0.05410943478128137,180,0,"In vertical=entertainment, higher ocr_element_count is associated with lower overall_roas (spearman=-0.054, n=180)."
vertical=food_delivery,top_zone_element_count,overall_ctr,0.05408610133421557,0.05408610133421557,180,0,"In vertical=food_delivery, higher top_zone_element_count is associated with higher overall_ctr (spearman=0.054, n=180)."
vertical=entertainment,text_area_total_rel,perf_score,0.05395041907343512,0.05395041907343512,180,0,"In vertical=entertainment, higher text_area_total_rel is associated with higher perf_score (spearman=0.054, n=180)."
vertical=food_delivery,has_promo_text,overall_ipm,0.05367823159523706,0.05367823159523706,180,0,"In vertical=food_delivery, higher has_promo_text is associated with higher overall_ipm (spearman=0.054, n=180)."
vertical=gaming,cta_y_relative,ctr_decay_pct,-0.05360100546268484,0.05360100546268484,180,0,"In vertical=gaming, higher cta_y_relative is associated with lower ctr_decay_pct (spearman=-0.054, n=180)."
vertical=gaming,headline_area_relative,overall_roas,0.05327347787837139,0.05327347787837139,180,0,"In vertical=gaming, higher headline_area_relative is associated with higher overall_roas (spearman=0.053, n=180)."
vertical=ecommerce,subhead_y_relative,cvr_decay_pct,-0.05251090149662329,0.05251090149662329,180,0,"In vertical=ecommerce, higher subhead_y_relative is associated with lower cvr_decay_pct (spearman=-0.053, n=180)."
vertical=fintech,product_zone_coverage,overall_ctr,-0.05250385224447459,0.05250385224447459,180,0,"In vertical=fintech, higher product_zone_coverage is associated with lower overall_ctr (spearman=-0.053, n=180)."
vertical=fintech,brand_visibility_meta,overall_ctr,0.052341534728485246,0.052341534728485246,180,0,"In vertical=fintech, higher brand_visibility_meta is associated with higher overall_ctr (spearman=0.052, n=180)."
all,logo_in_top_left,overall_cvr,-0.05233881098298849,0.05233881098298849,1080,0,"In all, higher logo_in_top_left is associated with lower overall_cvr (spearman=-0.052, n=1080)."
all,text_density_meta,ctr_decay_pct,0.05222231103154248,0.05222231103154248,1080,0,"In all, higher text_density_meta is associated with higher ctr_decay_pct (spearman=0.052, n=1080)."
vertical=travel,ocr_element_count,ctr_decay_pct,-0.05206759864793298,0.05206759864793298,180,0,"In vertical=travel, higher ocr_element_count is associated with lower ctr_decay_pct (spearman=-0.052, n=180)."
vertical=gaming,cta_y_relative,overall_cvr,-0.051866247659656695,0.051866247659656695,180,0,"In vertical=gaming, higher cta_y_relative is associated with lower overall_cvr (spearman=-0.052, n=180)."
vertical=entertainment,brand_visibility_meta,ctr_decay_pct,0.05159081275819253,0.05159081275819253,180,0,"In vertical=entertainment, higher brand_visibility_meta is associated with higher ctr_decay_pct (spearman=0.052, n=180)."
vertical=gaming,headline_area_relative,ctr_decay_pct,0.051589856803061884,0.051589856803061884,180,0,"In vertical=gaming, higher headline_area_relative is associated with higher ctr_decay_pct (spearman=0.052, n=180)."
vertical=fintech,ocr_element_count,overall_roas,-0.051584050517887704,0.051584050517887704,180,0,"In vertical=fintech, higher ocr_element_count is associated with lower overall_roas (spearman=-0.052, n=180)."
vertical=food_delivery,has_promo_text,cvr_decay_pct,-0.051344395438922406,0.051344395438922406,180,0,"In vertical=food_delivery, higher has_promo_text is associated with lower cvr_decay_pct (spearman=-0.051, n=180)."
vertical=entertainment,logo_in_top_left,cvr_decay_pct,-0.05131008770595486,0.05131008770595486,180,0,"In vertical=entertainment, higher logo_in_top_left is associated with lower cvr_decay_pct (spearman=-0.051, n=180)."
vertical=entertainment,grounded_element_count,overall_roas,-0.05116318323008631,0.05116318323008631,180,0,"In vertical=entertainment, higher grounded_element_count is associated with lower overall_roas (spearman=-0.051, n=180)."
vertical=entertainment,has_discount_badge_meta,overall_ipm,-0.05110820308966053,0.05110820308966053,180,0,"In vertical=entertainment, higher has_discount_badge_meta is associated with lower overall_ipm (spearman=-0.051, n=180)."
vertical=entertainment,bottom_text_ratio,overall_ipm,-0.05108083125295875,0.05108083125295875,180,0,"In vertical=entertainment, higher bottom_text_ratio is associated with lower overall_ipm (spearman=-0.051, n=180)."
vertical=fintech,has_price_meta,cvr_decay_pct,0.05106679071272176,0.05106679071272176,180,0,"In vertical=fintech, higher has_price_meta is associated with higher cvr_decay_pct (spearman=0.051, n=180)."
vertical=entertainment,product_zone_coverage,overall_cvr,0.05106539053914652,0.05106539053914652,180,0,"In vertical=entertainment, higher product_zone_coverage is associated with higher overall_cvr (spearman=0.051, n=180)."
vertical=gaming,cta_x_relative,perf_score,0.050955307294481576,0.050955307294481576,180,0,"In vertical=gaming, higher cta_x_relative is associated with higher perf_score (spearman=0.051, n=180)."
vertical=ecommerce,has_discount_text,overall_ipm,0.05071969966749722,0.05071969966749722,180,0,"In vertical=ecommerce, higher has_discount_text is associated with higher overall_ipm (spearman=0.051, n=180)."
all,has_discount_text,overall_ipm,-0.0507079783072163,0.0507079783072163,1080,0,"In all, higher has_discount_text is associated with lower overall_ipm (spearman=-0.051, n=1080)."
all,bottom_text_ratio,cvr_decay_pct,0.0506568232697567,0.0506568232697567,1080,0,"In all, higher bottom_text_ratio is associated with higher cvr_decay_pct (spearman=0.051, n=1080)."
vertical=gaming,top_zone_element_count,overall_roas,-0.05031671981119952,0.05031671981119952,180,0,"In vertical=gaming, higher top_zone_element_count is associated with lower overall_roas (spearman=-0.050, n=180)."
all,brand_visibility_meta,cvr_decay_pct,0.050300787160125676,0.050300787160125676,1080,0,"In all, higher brand_visibility_meta is associated with higher cvr_decay_pct (spearman=0.050, n=1080)."
vertical=gaming,brand_visibility_meta,overall_ipm,-0.050169040928487285,0.050169040928487285,180,0,"In vertical=gaming, higher brand_visibility_meta is associated with lower overall_ipm (spearman=-0.050, n=180)."
all,product_zone_coverage,overall_roas,-0.05010106109443823,0.05010106109443823,1080,0,"In all, higher product_zone_coverage is associated with lower overall_roas (spearman=-0.050, n=1080)."
vertical=food_delivery,ocr_element_count,cvr_decay_pct,-0.049825232746580406,0.049825232746580406,180,0,"In vertical=food_delivery, higher ocr_element_count is associated with lower cvr_decay_pct (spearman=-0.050, n=180)."
vertical=travel,has_price_text,ctr_decay_pct,0.0497446840409109,0.0497446840409109,180,0,"In vertical=travel, higher has_price_text is associated with higher ctr_decay_pct (spearman=0.050, n=180)."
